type,status,departure,arrival,airline,flight,codeshared
departure,cancelled,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '2', 'gate': 'c3', 'scheduledTime': '2022-12-25t06:30:00.000'}","{'iataCode': 'msp', 'icaoCode': 'kmsp', 'terminal': '1', 'baggage': '7', 'gate': 'f5', 'scheduledTime': '2022-12-25t12:11:00.000'}","{'name': 'delta air lines', 'iataCode': 'dl', 'icaoCode': 'dal'}","{'number': '2594', 'iataNumber': 'dl2594', 'icaoNumber': 'dal2594'}",
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f16', 'delay': 8, 'scheduledTime': '2022-12-25t06:30:00.000', 'estimatedTime': '2022-12-25t06:43:00.000', 'actualTime': '2022-12-25t06:37:00.000', 'estimatedRunway': '2022-12-25t06:37:00.000', 'actualRunway': '2022-12-25t06:37:00.000'}","{'iataCode': 'ord', 'icaoCode': 'kord', 'terminal': '1', 'baggage': '9', 'gate': 'b3', 'scheduledTime': '2022-12-25t12:47:00.000', 'estimatedTime': '2022-12-25t12:12:00.000'}","{'name': 'air canada', 'iataCode': 'ac', 'icaoCode': 'aca'}","{'number': '4374', 'iataNumber': 'ac4374', 'icaoNumber': 'aca4374'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '1248', 'iataNumber': 'ua1248', 'icaoNumber': 'ual1248'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f16', 'delay': 8, 'scheduledTime': '2022-12-25t06:30:00.000', 'estimatedTime': '2022-12-25t06:43:00.000', 'actualTime': '2022-12-25t06:37:00.000', 'estimatedRunway': '2022-12-25t06:37:00.000', 'actualRunway': '2022-12-25t06:37:00.000'}","{'iataCode': 'ord', 'icaoCode': 'kord', 'terminal': '1', 'baggage': '9', 'gate': 'b3', 'scheduledTime': '2022-12-25t12:47:00.000', 'estimatedTime': '2022-12-25t12:12:00.000'}","{'name': 'air new zealand', 'iataCode': 'nz', 'icaoCode': 'anz'}","{'number': '9300', 'iataNumber': 'nz9300', 'icaoNumber': 'anz9300'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '1248', 'iataNumber': 'ua1248', 'icaoNumber': 'ual1248'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f16', 'delay': 8, 'scheduledTime': '2022-12-25t06:30:00.000', 'estimatedTime': '2022-12-25t06:43:00.000', 'actualTime': '2022-12-25t06:37:00.000', 'estimatedRunway': '2022-12-25t06:37:00.000', 'actualRunway': '2022-12-25t06:37:00.000'}","{'iataCode': 'ord', 'icaoCode': 'kord', 'terminal': '1', 'baggage': '9', 'gate': 'b3', 'scheduledTime': '2022-12-25t12:47:00.000', 'estimatedTime': '2022-12-25t12:12:00.000'}","{'name': 'sas', 'iataCode': 'sk', 'icaoCode': 'sas'}","{'number': '6761', 'iataNumber': 'sk6761', 'icaoNumber': 'sas6761'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '1248', 'iataNumber': 'ua1248', 'icaoNumber': 'ual1248'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f16', 'delay': 8, 'scheduledTime': '2022-12-25t06:30:00.000', 'estimatedTime': '2022-12-25t06:43:00.000', 'actualTime': '2022-12-25t06:37:00.000', 'estimatedRunway': '2022-12-25t06:37:00.000', 'actualRunway': '2022-12-25t06:37:00.000'}","{'iataCode': 'ord', 'icaoCode': 'kord', 'terminal': '1', 'baggage': '9', 'gate': 'b3', 'scheduledTime': '2022-12-25t12:47:00.000', 'estimatedTime': '2022-12-25t12:12:00.000'}","{'name': 'virgin australia', 'iataCode': 'va', 'icaoCode': 'voz'}","{'number': '8104', 'iataNumber': 'va8104', 'icaoNumber': 'voz8104'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '1248', 'iataNumber': 'ua1248', 'icaoNumber': 'ual1248'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f16', 'delay': 8, 'scheduledTime': '2022-12-25t06:30:00.000', 'estimatedTime': '2022-12-25t06:43:00.000', 'actualTime': '2022-12-25t06:37:00.000', 'estimatedRunway': '2022-12-25t06:37:00.000', 'actualRunway': '2022-12-25t06:37:00.000'}","{'iataCode': 'ord', 'icaoCode': 'kord', 'terminal': '1', 'baggage': '9', 'gate': 'b3', 'scheduledTime': '2022-12-25t12:47:00.000', 'estimatedTime': '2022-12-25t12:12:00.000'}","{'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}","{'number': '1248', 'iataNumber': 'ua1248', 'icaoNumber': 'ual1248'}",
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': 'i', 'gate': 'f15', 'delay': 14, 'scheduledTime': '2022-12-25t06:35:00.000', 'estimatedTime': '2022-12-25t06:50:00.000', 'actualTime': '2022-12-25t06:48:00.000', 'estimatedRunway': '2022-12-25t06:48:00.000', 'actualRunway': '2022-12-25t06:48:00.000'}","{'iataCode': 'cmh', 'icaoCode': 'kcmh', 'baggage': '2', 'gate': 'b29', 'scheduledTime': '2022-12-25t14:00:00.000', 'estimatedTime': '2022-12-25t13:54:00.000'}","{'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}","{'number': '2566', 'iataNumber': 'ua2566', 'icaoNumber': 'ual2566'}",
departure,cancelled,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '1', 'gate': 'b13', 'delay': 2, 'scheduledTime': '2022-12-25t06:35:00.000', 'estimatedTime': '2022-12-25t06:37:00.000'}","{'iataCode': 'bur', 'icaoCode': 'kbur', 'gate': 'a7', 'scheduledTime': '2022-12-25t07:55:00.000'}","{'name': 'southwest airlines', 'iataCode': 'wn', 'icaoCode': 'swa'}","{'number': '3733', 'iataNumber': 'wn3733', 'icaoNumber': 'swa3733'}",
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '1', 'gate': 'b16', 'delay': 12, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:23:00.000', 'actualTime': '2022-12-25t07:12:00.000', 'estimatedRunway': '2022-12-25t07:12:00.000', 'actualRunway': '2022-12-25t07:12:00.000'}","{'iataCode': 'mia', 'icaoCode': 'kmia', 'terminal': 'n', 'baggage': '22', 'gate': 'd44', 'scheduledTime': '2022-12-25t15:22:00.000', 'estimatedTime': '2022-12-25t14:58:00.000'}","{'name': 'royal air maroc', 'iataCode': 'at', 'icaoCode': 'ram'}","{'number': '5084', 'iataNumber': 'at5084', 'icaoNumber': 'ram5084'}","{'airline': {'name': 'american airlines', 'iataCode': 'aa', 'icaoCode': 'aal'}, 'flight': {'number': '693', 'iataNumber': 'aa693', 'icaoNumber': 'aal693'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '1', 'gate': 'b16', 'delay': 12, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:23:00.000', 'actualTime': '2022-12-25t07:12:00.000', 'estimatedRunway': '2022-12-25t07:12:00.000', 'actualRunway': '2022-12-25t07:12:00.000'}","{'iataCode': 'mia', 'icaoCode': 'kmia', 'terminal': 'n', 'baggage': '22', 'gate': 'd44', 'scheduledTime': '2022-12-25t15:22:00.000', 'estimatedTime': '2022-12-25t14:58:00.000'}","{'name': 'british airways', 'iataCode': 'ba', 'icaoCode': 'baw'}","{'number': '5609', 'iataNumber': 'ba5609', 'icaoNumber': 'baw5609'}","{'airline': {'name': 'american airlines', 'iataCode': 'aa', 'icaoCode': 'aal'}, 'flight': {'number': '693', 'iataNumber': 'aa693', 'icaoNumber': 'aal693'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '1', 'gate': 'b16', 'delay': 12, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:23:00.000', 'actualTime': '2022-12-25t07:12:00.000', 'estimatedRunway': '2022-12-25t07:12:00.000', 'actualRunway': '2022-12-25t07:12:00.000'}","{'iataCode': 'mia', 'icaoCode': 'kmia', 'terminal': 'n', 'baggage': '22', 'gate': 'd44', 'scheduledTime': '2022-12-25t15:22:00.000', 'estimatedTime': '2022-12-25t14:58:00.000'}","{'name': 'gol', 'iataCode': 'g3', 'icaoCode': 'glo'}","{'number': '6055', 'iataNumber': 'g36055', 'icaoNumber': 'glo6055'}","{'airline': {'name': 'american airlines', 'iataCode': 'aa', 'icaoCode': 'aal'}, 'flight': {'number': '693', 'iataNumber': 'aa693', 'icaoNumber': 'aal693'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '1', 'gate': 'b16', 'delay': 12, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:23:00.000', 'actualTime': '2022-12-25t07:12:00.000', 'estimatedRunway': '2022-12-25t07:12:00.000', 'actualRunway': '2022-12-25t07:12:00.000'}","{'iataCode': 'mia', 'icaoCode': 'kmia', 'terminal': 'n', 'baggage': '22', 'gate': 'd44', 'scheduledTime': '2022-12-25t15:22:00.000', 'estimatedTime': '2022-12-25t14:58:00.000'}","{'name': 'iberia', 'iataCode': 'ib', 'icaoCode': 'ibe'}","{'number': '4040', 'iataNumber': 'ib4040', 'icaoNumber': 'ibe4040'}","{'airline': {'name': 'american airlines', 'iataCode': 'aa', 'icaoCode': 'aal'}, 'flight': {'number': '693', 'iataNumber': 'aa693', 'icaoNumber': 'aal693'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '1', 'gate': 'b16', 'delay': 12, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:23:00.000', 'actualTime': '2022-12-25t07:12:00.000', 'estimatedRunway': '2022-12-25t07:12:00.000', 'actualRunway': '2022-12-25t07:12:00.000'}","{'iataCode': 'mia', 'icaoCode': 'kmia', 'terminal': 'n', 'baggage': '22', 'gate': 'd44', 'scheduledTime': '2022-12-25t15:22:00.000', 'estimatedTime': '2022-12-25t14:58:00.000'}","{'name': 'qantas', 'iataCode': 'qf', 'icaoCode': 'qfa'}","{'number': '3105', 'iataNumber': 'qf3105', 'icaoNumber': 'qfa3105'}","{'airline': {'name': 'american airlines', 'iataCode': 'aa', 'icaoCode': 'aal'}, 'flight': {'number': '693', 'iataNumber': 'aa693', 'icaoNumber': 'aal693'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '1', 'gate': 'b16', 'delay': 12, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:23:00.000', 'actualTime': '2022-12-25t07:12:00.000', 'estimatedRunway': '2022-12-25t07:12:00.000', 'actualRunway': '2022-12-25t07:12:00.000'}","{'iataCode': 'mia', 'icaoCode': 'kmia', 'terminal': 'n', 'baggage': '22', 'gate': 'd44', 'scheduledTime': '2022-12-25t15:22:00.000', 'estimatedTime': '2022-12-25t14:58:00.000'}","{'name': 'qatar airways', 'iataCode': 'qr', 'icaoCode': 'qtr'}","{'number': '2290', 'iataNumber': 'qr2290', 'icaoNumber': 'qtr2290'}","{'airline': {'name': 'american airlines', 'iataCode': 'aa', 'icaoCode': 'aal'}, 'flight': {'number': '693', 'iataNumber': 'aa693', 'icaoNumber': 'aal693'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '1', 'gate': 'b16', 'delay': 12, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:23:00.000', 'actualTime': '2022-12-25t07:12:00.000', 'estimatedRunway': '2022-12-25t07:12:00.000', 'actualRunway': '2022-12-25t07:12:00.000'}","{'iataCode': 'mia', 'icaoCode': 'kmia', 'terminal': 'n', 'baggage': '22', 'gate': 'd44', 'scheduledTime': '2022-12-25t15:22:00.000', 'estimatedTime': '2022-12-25t14:58:00.000'}","{'name': 'american airlines', 'iataCode': 'aa', 'icaoCode': 'aal'}","{'number': '693', 'iataNumber': 'aa693', 'icaoNumber': 'aal693'}",
departure,cancelled,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '2', 'gate': 'd10', 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:00:00.000'}","{'iataCode': 'sjd', 'icaoCode': 'mmsd', 'terminal': '2', 'baggage': '4', 'gate': '20', 'scheduledTime': '2022-12-25t11:10:00.000'}","{'name': 'qantas', 'iataCode': 'qf', 'icaoCode': 'qfa'}","{'number': '3756', 'iataNumber': 'qf3756', 'icaoNumber': 'qfa3756'}","{'airline': {'name': 'alaska airlines', 'iataCode': 'as', 'icaoCode': 'asa'}, 'flight': {'number': '359', 'iataNumber': 'as359', 'icaoNumber': 'asa359'}}"
departure,cancelled,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '2', 'gate': 'd10', 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:00:00.000'}","{'iataCode': 'sjd', 'icaoCode': 'mmsd', 'terminal': '2', 'baggage': '4', 'gate': '20', 'scheduledTime': '2022-12-25t11:10:00.000'}","{'name': 'singapore airlines', 'iataCode': 'sq', 'icaoCode': 'sia'}","{'number': '1290', 'iataNumber': 'sq1290', 'icaoNumber': 'sia1290'}","{'airline': {'name': 'alaska airlines', 'iataCode': 'as', 'icaoCode': 'asa'}, 'flight': {'number': '359', 'iataNumber': 'as359', 'icaoNumber': 'asa359'}}"
departure,cancelled,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '2', 'gate': 'd10', 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:00:00.000'}","{'iataCode': 'sjd', 'icaoCode': 'mmsd', 'terminal': '2', 'baggage': '4', 'gate': '20', 'scheduledTime': '2022-12-25t11:10:00.000'}","{'name': 'alaska airlines', 'iataCode': 'as', 'icaoCode': 'asa'}","{'number': '359', 'iataNumber': 'as359', 'icaoNumber': 'asa359'}",
departure,cancelled,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '2', 'gate': 'd6', 'delay': 18, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:18:00.000'}","{'iataCode': 'iad', 'icaoCode': 'kiad', 'baggage': '14', 'gate': 'b65', 'scheduledTime': '2022-12-25t15:05:00.000'}","{'name': 'american airlines', 'iataCode': 'aa', 'icaoCode': 'aal'}","{'number': '7408', 'iataNumber': 'aa7408', 'icaoNumber': 'aal7408'}","{'airline': {'name': 'alaska airlines', 'iataCode': 'as', 'icaoCode': 'asa'}, 'flight': {'number': '1080', 'iataNumber': 'as1080', 'icaoNumber': 'asa1080'}}"
departure,cancelled,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '2', 'gate': 'd6', 'delay': 18, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:18:00.000'}","{'iataCode': 'iad', 'icaoCode': 'kiad', 'baggage': '14', 'gate': 'b65', 'scheduledTime': '2022-12-25t15:05:00.000'}","{'name': 'fiji airways', 'iataCode': 'fj', 'icaoCode': 'fji'}","{'number': '5850', 'iataNumber': 'fj5850', 'icaoNumber': 'fji5850'}","{'airline': {'name': 'alaska airlines', 'iataCode': 'as', 'icaoCode': 'asa'}, 'flight': {'number': '1080', 'iataNumber': 'as1080', 'icaoNumber': 'asa1080'}}"
departure,cancelled,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '2', 'gate': 'd6', 'delay': 18, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:18:00.000'}","{'iataCode': 'iad', 'icaoCode': 'kiad', 'baggage': '14', 'gate': 'b65', 'scheduledTime': '2022-12-25t15:05:00.000'}","{'name': 'qatar airways', 'iataCode': 'qr', 'icaoCode': 'qtr'}","{'number': '2176', 'iataNumber': 'qr2176', 'icaoNumber': 'qtr2176'}","{'airline': {'name': 'alaska airlines', 'iataCode': 'as', 'icaoCode': 'asa'}, 'flight': {'number': '1080', 'iataNumber': 'as1080', 'icaoNumber': 'asa1080'}}"
departure,cancelled,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '2', 'gate': 'd6', 'delay': 18, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:18:00.000'}","{'iataCode': 'iad', 'icaoCode': 'kiad', 'baggage': '14', 'gate': 'b65', 'scheduledTime': '2022-12-25t15:05:00.000'}","{'name': 'singapore airlines', 'iataCode': 'sq', 'icaoCode': 'sia'}","{'number': '1305', 'iataNumber': 'sq1305', 'icaoNumber': 'sia1305'}","{'airline': {'name': 'alaska airlines', 'iataCode': 'as', 'icaoCode': 'asa'}, 'flight': {'number': '1080', 'iataNumber': 'as1080', 'icaoNumber': 'asa1080'}}"
departure,cancelled,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '2', 'gate': 'd6', 'delay': 18, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:18:00.000'}","{'iataCode': 'iad', 'icaoCode': 'kiad', 'baggage': '14', 'gate': 'b65', 'scheduledTime': '2022-12-25t15:05:00.000'}","{'name': 'alaska airlines', 'iataCode': 'as', 'icaoCode': 'asa'}","{'number': '1080', 'iataNumber': 'as1080', 'icaoNumber': 'asa1080'}",
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '2', 'gate': 'c7', 'delay': 18, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:00:00.000', 'actualTime': '2022-12-25t07:17:00.000', 'estimatedRunway': '2022-12-25t07:17:00.000', 'actualRunway': '2022-12-25t07:17:00.000'}","{'iataCode': 'dtw', 'icaoCode': 'kdtw', 'terminal': 'em', 'baggage': '9', 'gate': 'a9', 'scheduledTime': '2022-12-25t14:31:00.000', 'estimatedTime': '2022-12-25t14:12:00.000'}","{'name': 'klm', 'iataCode': 'kl', 'icaoCode': 'klm'}","{'number': '5605', 'iataNumber': 'kl5605', 'icaoNumber': 'klm5605'}","{'airline': {'name': 'delta air lines', 'iataCode': 'dl', 'icaoCode': 'dal'}, 'flight': {'number': '843', 'iataNumber': 'dl843', 'icaoNumber': 'dal843'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '2', 'gate': 'c7', 'delay': 18, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:00:00.000', 'actualTime': '2022-12-25t07:17:00.000', 'estimatedRunway': '2022-12-25t07:17:00.000', 'actualRunway': '2022-12-25t07:17:00.000'}","{'iataCode': 'dtw', 'icaoCode': 'kdtw', 'terminal': 'em', 'baggage': '9', 'gate': 'a9', 'scheduledTime': '2022-12-25t14:31:00.000', 'estimatedTime': '2022-12-25t14:12:00.000'}","{'name': 'virgin atlantic', 'iataCode': 'vs', 'icaoCode': 'vir'}","{'number': '1794', 'iataNumber': 'vs1794', 'icaoNumber': 'vir1794'}","{'airline': {'name': 'delta air lines', 'iataCode': 'dl', 'icaoCode': 'dal'}, 'flight': {'number': '843', 'iataNumber': 'dl843', 'icaoNumber': 'dal843'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '2', 'gate': 'c7', 'delay': 18, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:00:00.000', 'actualTime': '2022-12-25t07:17:00.000', 'estimatedRunway': '2022-12-25t07:17:00.000', 'actualRunway': '2022-12-25t07:17:00.000'}","{'iataCode': 'dtw', 'icaoCode': 'kdtw', 'terminal': 'em', 'baggage': '9', 'gate': 'a9', 'scheduledTime': '2022-12-25t14:31:00.000', 'estimatedTime': '2022-12-25t14:12:00.000'}","{'name': 'delta air lines', 'iataCode': 'dl', 'icaoCode': 'dal'}","{'number': '843', 'iataNumber': 'dl843', 'icaoNumber': 'dal843'}",
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f11', 'delay': 15, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:18:00.000', 'actualTime': '2022-12-25t07:14:00.000', 'estimatedRunway': '2022-12-25t07:14:00.000', 'actualRunway': '2022-12-25t07:14:00.000'}","{'iataCode': 'ewr', 'icaoCode': 'kewr', 'terminal': 'c', 'baggage': '6', 'gate': '108', 'scheduledTime': '2022-12-25t15:14:00.000', 'estimatedTime': '2022-12-25t14:48:00.000'}","{'name': 'air new zealand', 'iataCode': 'nz', 'icaoCode': 'anz'}","{'number': '9100', 'iataNumber': 'nz9100', 'icaoNumber': 'anz9100'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '1411', 'iataNumber': 'ua1411', 'icaoNumber': 'ual1411'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f11', 'delay': 15, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:18:00.000', 'actualTime': '2022-12-25t07:14:00.000', 'estimatedRunway': '2022-12-25t07:14:00.000', 'actualRunway': '2022-12-25t07:14:00.000'}","{'iataCode': 'ewr', 'icaoCode': 'kewr', 'terminal': 'c', 'baggage': '6', 'gate': '108', 'scheduledTime': '2022-12-25t15:14:00.000', 'estimatedTime': '2022-12-25t14:48:00.000'}","{'name': 'sas', 'iataCode': 'sk', 'icaoCode': 'sas'}","{'number': '6793', 'iataNumber': 'sk6793', 'icaoNumber': 'sas6793'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '1411', 'iataNumber': 'ua1411', 'icaoNumber': 'ual1411'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f11', 'delay': 15, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:18:00.000', 'actualTime': '2022-12-25t07:14:00.000', 'estimatedRunway': '2022-12-25t07:14:00.000', 'actualRunway': '2022-12-25t07:14:00.000'}","{'iataCode': 'ewr', 'icaoCode': 'kewr', 'terminal': 'c', 'baggage': '6', 'gate': '108', 'scheduledTime': '2022-12-25t15:14:00.000', 'estimatedTime': '2022-12-25t14:48:00.000'}","{'name': 'brussels airlines', 'iataCode': 'sn', 'icaoCode': 'bel'}","{'number': '8912', 'iataNumber': 'sn8912', 'icaoNumber': 'bel8912'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '1411', 'iataNumber': 'ua1411', 'icaoNumber': 'ual1411'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f11', 'delay': 15, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:18:00.000', 'actualTime': '2022-12-25t07:14:00.000', 'estimatedRunway': '2022-12-25t07:14:00.000', 'actualRunway': '2022-12-25t07:14:00.000'}","{'iataCode': 'ewr', 'icaoCode': 'kewr', 'terminal': 'c', 'baggage': '6', 'gate': '108', 'scheduledTime': '2022-12-25t15:14:00.000', 'estimatedTime': '2022-12-25t14:48:00.000'}","{'name': 'tap air portugal', 'iataCode': 'tp', 'icaoCode': 'tap'}","{'number': '8493', 'iataNumber': 'tp8493', 'icaoNumber': 'tap8493'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '1411', 'iataNumber': 'ua1411', 'icaoNumber': 'ual1411'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f11', 'delay': 15, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:18:00.000', 'actualTime': '2022-12-25t07:14:00.000', 'estimatedRunway': '2022-12-25t07:14:00.000', 'actualRunway': '2022-12-25t07:14:00.000'}","{'iataCode': 'ewr', 'icaoCode': 'kewr', 'terminal': 'c', 'baggage': '6', 'gate': '108', 'scheduledTime': '2022-12-25t15:14:00.000', 'estimatedTime': '2022-12-25t14:48:00.000'}","{'name': 'virgin australia', 'iataCode': 'va', 'icaoCode': 'voz'}","{'number': '8156', 'iataNumber': 'va8156', 'icaoNumber': 'voz8156'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '1411', 'iataNumber': 'ua1411', 'icaoNumber': 'ual1411'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f11', 'delay': 15, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:18:00.000', 'actualTime': '2022-12-25t07:14:00.000', 'estimatedRunway': '2022-12-25t07:14:00.000', 'actualRunway': '2022-12-25t07:14:00.000'}","{'iataCode': 'ewr', 'icaoCode': 'kewr', 'terminal': 'c', 'baggage': '6', 'gate': '108', 'scheduledTime': '2022-12-25t15:14:00.000', 'estimatedTime': '2022-12-25t14:48:00.000'}","{'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}","{'number': '1411', 'iataNumber': 'ua1411', 'icaoNumber': 'ual1411'}",
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '1', 'gate': 'b14', 'delay': 5, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t07:04:00.000', 'actualTime': '2022-12-25t07:04:00.000', 'estimatedRunway': '2022-12-25t07:04:00.000', 'actualRunway': '2022-12-25t07:04:00.000'}","{'iataCode': 'san', 'icaoCode': 'ksan', 'terminal': '1', 'gate': '15', 'scheduledTime': '2022-12-25t08:25:00.000', 'estimatedTime': '2022-12-25t08:21:00.000'}","{'name': 'southwest airlines', 'iataCode': 'wn', 'icaoCode': 'swa'}","{'number': '1143', 'iataNumber': 'wn1143', 'icaoNumber': 'swa1143'}",
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'e2', 'delay': 93, 'scheduledTime': '2022-12-25t07:00:00.000', 'estimatedTime': '2022-12-25t08:33:00.000'}","{'iataCode': 'cun', 'icaoCode': 'mmun', 'terminal': '3', 'baggage': '9', 'gate': '32', 'scheduledTime': '2022-12-25t15:15:00.000'}","{'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}","{'number': '2604', 'iataNumber': 'ua2604', 'icaoNumber': 'ual2604'}",
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': 'intl', 'gate': 'a4', 'delay': 13, 'scheduledTime': '2022-12-25t07:15:00.000', 'estimatedTime': '2022-12-25t07:15:00.000', 'actualTime': '2022-12-25t07:28:00.000', 'estimatedRunway': '2022-12-25t07:28:00.000', 'actualRunway': '2022-12-25t07:28:00.000'}","{'iataCode': 'mex', 'icaoCode': 'mmmx', 'terminal': '2', 'scheduledTime': '2022-12-25t13:40:00.000', 'estimatedTime': '2022-12-25t13:20:00.000'}","{'name': 'aeromexico', 'iataCode': 'am', 'icaoCode': 'amx'}","{'number': '699', 'iataNumber': 'am699', 'icaoNumber': 'amx699'}",
