type,status,departure,arrival,airline,flight,codeshared
departure,cancelled,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '2', 'gate': 'c8', 'delay': 95, 'scheduledTime': '2022-12-24t16:00:00.000', 'estimatedTime': '2022-12-24t17:35:00.000'}","{'iataCode': 'lax', 'icaoCode': 'klax', 'terminal': '3', 'gate': '33', 'scheduledTime': '2022-12-24t17:26:00.000'}","{'name': 'air france', 'iataCode': 'af', 'icaoCode': 'afr'}","{'number': '3510', 'iataNumber': 'af3510', 'icaoNumber': 'afr3510'}","{'airline': {'name': 'delta air lines', 'iataCode': 'dl', 'icaoCode': 'dal'}, 'flight': {'number': '2014', 'iataNumber': 'dl2014', 'icaoNumber': 'dal2014'}}"
departure,cancelled,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '2', 'gate': 'c8', 'delay': 95, 'scheduledTime': '2022-12-24t16:00:00.000', 'estimatedTime': '2022-12-24t17:35:00.000'}","{'iataCode': 'lax', 'icaoCode': 'klax', 'terminal': '3', 'gate': '33', 'scheduledTime': '2022-12-24t17:26:00.000'}","{'name': 'china airlines', 'iataCode': 'ci', 'icaoCode': 'cal'}","{'number': '9009', 'iataNumber': 'ci9009', 'icaoNumber': 'cal9009'}","{'airline': {'name': 'delta air lines', 'iataCode': 'dl', 'icaoCode': 'dal'}, 'flight': {'number': '2014', 'iataNumber': 'dl2014', 'icaoNumber': 'dal2014'}}"
departure,cancelled,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '2', 'gate': 'c8', 'delay': 95, 'scheduledTime': '2022-12-24t16:00:00.000', 'estimatedTime': '2022-12-24t17:35:00.000'}","{'iataCode': 'lax', 'icaoCode': 'klax', 'terminal': '3', 'gate': '33', 'scheduledTime': '2022-12-24t17:26:00.000'}","{'name': 'korean air', 'iataCode': 'ke', 'icaoCode': 'kal'}","{'number': '7259', 'iataNumber': 'ke7259', 'icaoNumber': 'kal7259'}","{'airline': {'name': 'delta air lines', 'iataCode': 'dl', 'icaoCode': 'dal'}, 'flight': {'number': '2014', 'iataNumber': 'dl2014', 'icaoNumber': 'dal2014'}}"
departure,cancelled,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '2', 'gate': 'c8', 'delay': 95, 'scheduledTime': '2022-12-24t16:00:00.000', 'estimatedTime': '2022-12-24t17:35:00.000'}","{'iataCode': 'lax', 'icaoCode': 'klax', 'terminal': '3', 'gate': '33', 'scheduledTime': '2022-12-24t17:26:00.000'}","{'name': 'latam airlines', 'iataCode': 'la', 'icaoCode': 'lan'}","{'number': '6679', 'iataNumber': 'la6679', 'icaoNumber': 'lan6679'}","{'airline': {'name': 'delta air lines', 'iataCode': 'dl', 'icaoCode': 'dal'}, 'flight': {'number': '2014', 'iataNumber': 'dl2014', 'icaoNumber': 'dal2014'}}"
departure,cancelled,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '2', 'gate': 'c8', 'delay': 95, 'scheduledTime': '2022-12-24t16:00:00.000', 'estimatedTime': '2022-12-24t17:35:00.000'}","{'iataCode': 'lax', 'icaoCode': 'klax', 'terminal': '3', 'gate': '33', 'scheduledTime': '2022-12-24t17:26:00.000'}","{'name': 'virgin atlantic', 'iataCode': 'vs', 'icaoCode': 'vir'}","{'number': '1853', 'iataNumber': 'vs1853', 'icaoNumber': 'vir1853'}","{'airline': {'name': 'delta air lines', 'iataCode': 'dl', 'icaoCode': 'dal'}, 'flight': {'number': '2014', 'iataNumber': 'dl2014', 'icaoNumber': 'dal2014'}}"
departure,cancelled,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '2', 'gate': 'c8', 'delay': 95, 'scheduledTime': '2022-12-24t16:00:00.000', 'estimatedTime': '2022-12-24t17:35:00.000'}","{'iataCode': 'lax', 'icaoCode': 'klax', 'terminal': '3', 'gate': '33', 'scheduledTime': '2022-12-24t17:26:00.000'}","{'name': 'westjet', 'iataCode': 'ws', 'icaoCode': 'wja'}","{'number': '7350', 'iataNumber': 'ws7350', 'icaoNumber': 'wja7350'}","{'airline': {'name': 'delta air lines', 'iataCode': 'dl', 'icaoCode': 'dal'}, 'flight': {'number': '2014', 'iataNumber': 'dl2014', 'icaoNumber': 'dal2014'}}"
departure,cancelled,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '2', 'gate': 'c8', 'delay': 95, 'scheduledTime': '2022-12-24t16:00:00.000', 'estimatedTime': '2022-12-24t17:35:00.000'}","{'iataCode': 'lax', 'icaoCode': 'klax', 'terminal': '3', 'gate': '33', 'scheduledTime': '2022-12-24t17:26:00.000'}","{'name': 'delta air lines', 'iataCode': 'dl', 'icaoCode': 'dal'}","{'number': '2014', 'iataNumber': 'dl2014', 'icaoNumber': 'dal2014'}",
departure,cancelled,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'e12', 'scheduledTime': '2022-12-24t16:10:00.000', 'estimatedTime': '2022-12-24t16:10:00.000'}","{'iataCode': 'bur', 'icaoCode': 'kbur', 'terminal': 'b', 'gate': '1', 'scheduledTime': '2022-12-24t17:30:00.000'}","{'name': 'air canada', 'iataCode': 'ac', 'icaoCode': 'aca'}","{'number': '4198', 'iataNumber': 'ac4198', 'icaoNumber': 'aca4198'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '1115', 'iataNumber': 'ua1115', 'icaoNumber': 'ual1115'}}"
departure,cancelled,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'e12', 'scheduledTime': '2022-12-24t16:10:00.000', 'estimatedTime': '2022-12-24t16:10:00.000'}","{'iataCode': 'bur', 'icaoCode': 'kbur', 'terminal': 'b', 'gate': '1', 'scheduledTime': '2022-12-24t17:30:00.000'}","{'name': 'sa avianca', 'iataCode': 'av', 'icaoCode': 'ava'}","{'number': '2352', 'iataNumber': 'av2352', 'icaoNumber': 'ava2352'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '1115', 'iataNumber': 'ua1115', 'icaoNumber': 'ual1115'}}"
departure,cancelled,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'e12', 'scheduledTime': '2022-12-24t16:10:00.000', 'estimatedTime': '2022-12-24t16:10:00.000'}","{'iataCode': 'bur', 'icaoCode': 'kbur', 'terminal': 'b', 'gate': '1', 'scheduledTime': '2022-12-24t17:30:00.000'}","{'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}","{'number': '1115', 'iataNumber': 'ua1115', 'icaoNumber': 'ual1115'}",
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f12', 'delay': 170, 'scheduledTime': '2022-12-24t16:10:00.000', 'estimatedTime': '2022-12-24t19:00:00.000'}","{'iataCode': 'yvr', 'icaoCode': 'cyvr', 'terminal': 'm', 'baggage': '34', 'scheduledTime': '2022-12-24t18:34:00.000'}","{'name': 'air canada', 'iataCode': 'ac', 'icaoCode': 'aca'}","{'number': '5111', 'iataNumber': 'ac5111', 'icaoNumber': 'aca5111'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '1250', 'iataNumber': 'ua1250', 'icaoNumber': 'ual1250'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f12', 'delay': 170, 'scheduledTime': '2022-12-24t16:10:00.000', 'estimatedTime': '2022-12-24t19:00:00.000'}","{'iataCode': 'yvr', 'icaoCode': 'cyvr', 'terminal': 'm', 'baggage': '34', 'scheduledTime': '2022-12-24t18:34:00.000'}","{'name': 'sa avianca', 'iataCode': 'av', 'icaoCode': 'ava'}","{'number': '2182', 'iataNumber': 'av2182', 'icaoNumber': 'ava2182'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '1250', 'iataNumber': 'ua1250', 'icaoNumber': 'ual1250'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f12', 'delay': 170, 'scheduledTime': '2022-12-24t16:10:00.000', 'estimatedTime': '2022-12-24t19:00:00.000'}","{'iataCode': 'yvr', 'icaoCode': 'cyvr', 'terminal': 'm', 'baggage': '34', 'scheduledTime': '2022-12-24t18:34:00.000'}","{'name': 'ana', 'iataCode': 'nh', 'icaoCode': 'ana'}","{'number': '7394', 'iataNumber': 'nh7394', 'icaoNumber': 'ana7394'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '1250', 'iataNumber': 'ua1250', 'icaoNumber': 'ual1250'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f12', 'delay': 170, 'scheduledTime': '2022-12-24t16:10:00.000', 'estimatedTime': '2022-12-24t19:00:00.000'}","{'iataCode': 'yvr', 'icaoCode': 'cyvr', 'terminal': 'm', 'baggage': '34', 'scheduledTime': '2022-12-24t18:34:00.000'}","{'name': 'air new zealand', 'iataCode': 'nz', 'icaoCode': 'anz'}","{'number': '9873', 'iataNumber': 'nz9873', 'icaoNumber': 'anz9873'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '1250', 'iataNumber': 'ua1250', 'icaoNumber': 'ual1250'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f12', 'delay': 170, 'scheduledTime': '2022-12-24t16:10:00.000', 'estimatedTime': '2022-12-24t19:00:00.000'}","{'iataCode': 'yvr', 'icaoCode': 'cyvr', 'terminal': 'm', 'baggage': '34', 'scheduledTime': '2022-12-24t18:34:00.000'}","{'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}","{'number': '1250', 'iataNumber': 'ua1250', 'icaoNumber': 'ual1250'}",
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f16', 'delay': 50, 'scheduledTime': '2022-12-24t16:10:00.000', 'estimatedTime': '2022-12-24t17:00:00.000'}","{'iataCode': 'den', 'icaoCode': 'kden', 'baggage': '12', 'gate': 'b37', 'scheduledTime': '2022-12-24t19:40:00.000'}","{'name': 'air canada', 'iataCode': 'ac', 'icaoCode': 'aca'}","{'number': '5669', 'iataNumber': 'ac5669', 'icaoNumber': 'aca5669'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '1823', 'iataNumber': 'ua1823', 'icaoNumber': 'ual1823'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f16', 'delay': 50, 'scheduledTime': '2022-12-24t16:10:00.000', 'estimatedTime': '2022-12-24t17:00:00.000'}","{'iataCode': 'den', 'icaoCode': 'kden', 'baggage': '12', 'gate': 'b37', 'scheduledTime': '2022-12-24t19:40:00.000'}","{'name': 'sa avianca', 'iataCode': 'av', 'icaoCode': 'ava'}","{'number': '2354', 'iataNumber': 'av2354', 'icaoNumber': 'ava2354'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '1823', 'iataNumber': 'ua1823', 'icaoNumber': 'ual1823'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f16', 'delay': 50, 'scheduledTime': '2022-12-24t16:10:00.000', 'estimatedTime': '2022-12-24t17:00:00.000'}","{'iataCode': 'den', 'icaoCode': 'kden', 'baggage': '12', 'gate': 'b37', 'scheduledTime': '2022-12-24t19:40:00.000'}","{'name': 'air new zealand', 'iataCode': 'nz', 'icaoCode': 'anz'}","{'number': '9061', 'iataNumber': 'nz9061', 'icaoNumber': 'anz9061'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '1823', 'iataNumber': 'ua1823', 'icaoNumber': 'ual1823'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f16', 'delay': 50, 'scheduledTime': '2022-12-24t16:10:00.000', 'estimatedTime': '2022-12-24t17:00:00.000'}","{'iataCode': 'den', 'icaoCode': 'kden', 'baggage': '12', 'gate': 'b37', 'scheduledTime': '2022-12-24t19:40:00.000'}","{'name': 'asiana airlines', 'iataCode': 'oz', 'icaoCode': 'aar'}","{'number': '6350', 'iataNumber': 'oz6350', 'icaoNumber': 'aar6350'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '1823', 'iataNumber': 'ua1823', 'icaoNumber': 'ual1823'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f16', 'delay': 50, 'scheduledTime': '2022-12-24t16:10:00.000', 'estimatedTime': '2022-12-24t17:00:00.000'}","{'iataCode': 'den', 'icaoCode': 'kden', 'baggage': '12', 'gate': 'b37', 'scheduledTime': '2022-12-24t19:40:00.000'}","{'name': 'virgin australia', 'iataCode': 'va', 'icaoCode': 'voz'}","{'number': '8340', 'iataNumber': 'va8340', 'icaoNumber': 'voz8340'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '1823', 'iataNumber': 'ua1823', 'icaoNumber': 'ual1823'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f16', 'delay': 50, 'scheduledTime': '2022-12-24t16:10:00.000', 'estimatedTime': '2022-12-24t17:00:00.000'}","{'iataCode': 'den', 'icaoCode': 'kden', 'baggage': '12', 'gate': 'b37', 'scheduledTime': '2022-12-24t19:40:00.000'}","{'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}","{'number': '1823', 'iataNumber': 'ua1823', 'icaoNumber': 'ual1823'}",
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f8', 'delay': 14, 'scheduledTime': '2022-12-24t16:22:00.000', 'estimatedTime': '2022-12-24t16:40:00.000', 'actualTime': '2022-12-24t16:36:00.000', 'estimatedRunway': '2022-12-24t16:36:00.000', 'actualRunway': '2022-12-24t16:36:00.000'}","{'iataCode': 'sba', 'icaoCode': 'ksba', 'baggage': '4', 'gate': '5', 'scheduledTime': '2022-12-24t17:36:00.000', 'estimatedTime': '2022-12-24t17:23:00.000', 'actualTime': '2022-12-24t17:18:00.000', 'estimatedRunway': '2022-12-24t17:18:00.000', 'actualRunway': '2022-12-24t17:18:00.000'}","{'name': 'air canada', 'iataCode': 'ac', 'icaoCode': 'aca'}","{'number': '4362', 'iataNumber': 'ac4362', 'icaoNumber': 'aca4362'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '5215', 'iataNumber': 'ua5215', 'icaoNumber': 'ual5215'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f8', 'delay': 14, 'scheduledTime': '2022-12-24t16:22:00.000', 'estimatedTime': '2022-12-24t16:40:00.000', 'actualTime': '2022-12-24t16:36:00.000', 'estimatedRunway': '2022-12-24t16:36:00.000', 'actualRunway': '2022-12-24t16:36:00.000'}","{'iataCode': 'sba', 'icaoCode': 'ksba', 'baggage': '4', 'gate': '5', 'scheduledTime': '2022-12-24t17:36:00.000', 'estimatedTime': '2022-12-24t17:23:00.000', 'actualTime': '2022-12-24t17:18:00.000', 'estimatedRunway': '2022-12-24t17:18:00.000', 'actualRunway': '2022-12-24t17:18:00.000'}","{'name': 'lufthansa', 'iataCode': 'lh', 'icaoCode': 'dlh'}","{'number': '9218', 'iataNumber': 'lh9218', 'icaoNumber': 'dlh9218'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '5215', 'iataNumber': 'ua5215', 'icaoNumber': 'ual5215'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f8', 'delay': 14, 'scheduledTime': '2022-12-24t16:22:00.000', 'estimatedTime': '2022-12-24t16:40:00.000', 'actualTime': '2022-12-24t16:36:00.000', 'estimatedRunway': '2022-12-24t16:36:00.000', 'actualRunway': '2022-12-24t16:36:00.000'}","{'iataCode': 'sba', 'icaoCode': 'ksba', 'baggage': '4', 'gate': '5', 'scheduledTime': '2022-12-24t17:36:00.000', 'estimatedTime': '2022-12-24t17:23:00.000', 'actualTime': '2022-12-24t17:18:00.000', 'estimatedRunway': '2022-12-24t17:18:00.000', 'actualRunway': '2022-12-24t17:18:00.000'}","{'name': 'air new zealand', 'iataCode': 'nz', 'icaoCode': 'anz'}","{'number': '9617', 'iataNumber': 'nz9617', 'icaoNumber': 'anz9617'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '5215', 'iataNumber': 'ua5215', 'icaoNumber': 'ual5215'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f8', 'delay': 14, 'scheduledTime': '2022-12-24t16:22:00.000', 'estimatedTime': '2022-12-24t16:40:00.000', 'actualTime': '2022-12-24t16:36:00.000', 'estimatedRunway': '2022-12-24t16:36:00.000', 'actualRunway': '2022-12-24t16:36:00.000'}","{'iataCode': 'sba', 'icaoCode': 'ksba', 'baggage': '4', 'gate': '5', 'scheduledTime': '2022-12-24t17:36:00.000', 'estimatedTime': '2022-12-24t17:23:00.000', 'actualTime': '2022-12-24t17:18:00.000', 'estimatedRunway': '2022-12-24t17:18:00.000', 'actualRunway': '2022-12-24t17:18:00.000'}","{'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}","{'number': '5215', 'iataNumber': 'ua5215', 'icaoNumber': 'ual5215'}",
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'e3', 'delay': 27, 'scheduledTime': '2022-12-24t16:30:00.000', 'estimatedTime': '2022-12-24t16:38:00.000', 'actualTime': '2022-12-24t16:57:00.000', 'estimatedRunway': '2022-12-24t16:57:00.000', 'actualRunway': '2022-12-24t16:57:00.000'}","{'iataCode': 'fat', 'icaoCode': 'kfat', 'delay': 3, 'scheduledTime': '2022-12-24t17:30:00.000', 'estimatedTime': '2022-12-24t17:32:00.000'}","{'name': 'air canada', 'iataCode': 'ac', 'icaoCode': 'aca'}","{'number': '4336', 'iataNumber': 'ac4336', 'icaoNumber': 'aca4336'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '5373', 'iataNumber': 'ua5373', 'icaoNumber': 'ual5373'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'e3', 'delay': 27, 'scheduledTime': '2022-12-24t16:30:00.000', 'estimatedTime': '2022-12-24t16:38:00.000', 'actualTime': '2022-12-24t16:57:00.000', 'estimatedRunway': '2022-12-24t16:57:00.000', 'actualRunway': '2022-12-24t16:57:00.000'}","{'iataCode': 'fat', 'icaoCode': 'kfat', 'delay': 3, 'scheduledTime': '2022-12-24t17:30:00.000', 'estimatedTime': '2022-12-24t17:32:00.000'}","{'name': 'sa avianca', 'iataCode': 'av', 'icaoCode': 'ava'}","{'number': '2034', 'iataNumber': 'av2034', 'icaoNumber': 'ava2034'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '5373', 'iataNumber': 'ua5373', 'icaoNumber': 'ual5373'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'e3', 'delay': 27, 'scheduledTime': '2022-12-24t16:30:00.000', 'estimatedTime': '2022-12-24t16:38:00.000', 'actualTime': '2022-12-24t16:57:00.000', 'estimatedRunway': '2022-12-24t16:57:00.000', 'actualRunway': '2022-12-24t16:57:00.000'}","{'iataCode': 'fat', 'icaoCode': 'kfat', 'delay': 3, 'scheduledTime': '2022-12-24t17:30:00.000', 'estimatedTime': '2022-12-24t17:32:00.000'}","{'name': 'lufthansa', 'iataCode': 'lh', 'icaoCode': 'dlh'}","{'number': '8886', 'iataNumber': 'lh8886', 'icaoNumber': 'dlh8886'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '5373', 'iataNumber': 'ua5373', 'icaoNumber': 'ual5373'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'e3', 'delay': 27, 'scheduledTime': '2022-12-24t16:30:00.000', 'estimatedTime': '2022-12-24t16:38:00.000', 'actualTime': '2022-12-24t16:57:00.000', 'estimatedRunway': '2022-12-24t16:57:00.000', 'actualRunway': '2022-12-24t16:57:00.000'}","{'iataCode': 'fat', 'icaoCode': 'kfat', 'delay': 3, 'scheduledTime': '2022-12-24t17:30:00.000', 'estimatedTime': '2022-12-24t17:32:00.000'}","{'name': 'air new zealand', 'iataCode': 'nz', 'icaoCode': 'anz'}","{'number': '9219', 'iataNumber': 'nz9219', 'icaoNumber': 'anz9219'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '5373', 'iataNumber': 'ua5373', 'icaoNumber': 'ual5373'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'e3', 'delay': 27, 'scheduledTime': '2022-12-24t16:30:00.000', 'estimatedTime': '2022-12-24t16:38:00.000', 'actualTime': '2022-12-24t16:57:00.000', 'estimatedRunway': '2022-12-24t16:57:00.000', 'actualRunway': '2022-12-24t16:57:00.000'}","{'iataCode': 'fat', 'icaoCode': 'kfat', 'delay': 3, 'scheduledTime': '2022-12-24t17:30:00.000', 'estimatedTime': '2022-12-24t17:32:00.000'}","{'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}","{'number': '5373', 'iataNumber': 'ua5373', 'icaoNumber': 'ual5373'}",
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f6', 'delay': 21, 'scheduledTime': '2022-12-24t16:31:00.000', 'estimatedTime': '2022-12-24t16:31:00.000', 'actualTime': '2022-12-24t16:51:00.000', 'estimatedRunway': '2022-12-24t16:51:00.000', 'actualRunway': '2022-12-24t16:51:00.000'}","{'iataCode': 'psp', 'icaoCode': 'kpsp', 'gate': '19', 'scheduledTime': '2022-12-24t18:05:00.000', 'estimatedTime': '2022-12-24t17:57:00.000'}","{'name': 'air canada', 'iataCode': 'ac', 'icaoCode': 'aca'}","{'number': '4107', 'iataNumber': 'ac4107', 'icaoNumber': 'aca4107'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '5703', 'iataNumber': 'ua5703', 'icaoNumber': 'ual5703'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f6', 'delay': 21, 'scheduledTime': '2022-12-24t16:31:00.000', 'estimatedTime': '2022-12-24t16:31:00.000', 'actualTime': '2022-12-24t16:51:00.000', 'estimatedRunway': '2022-12-24t16:51:00.000', 'actualRunway': '2022-12-24t16:51:00.000'}","{'iataCode': 'psp', 'icaoCode': 'kpsp', 'gate': '19', 'scheduledTime': '2022-12-24t18:05:00.000', 'estimatedTime': '2022-12-24t17:57:00.000'}","{'name': 'lufthansa', 'iataCode': 'lh', 'icaoCode': 'dlh'}","{'number': '7850', 'iataNumber': 'lh7850', 'icaoNumber': 'dlh7850'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '5703', 'iataNumber': 'ua5703', 'icaoNumber': 'ual5703'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f6', 'delay': 21, 'scheduledTime': '2022-12-24t16:31:00.000', 'estimatedTime': '2022-12-24t16:31:00.000', 'actualTime': '2022-12-24t16:51:00.000', 'estimatedRunway': '2022-12-24t16:51:00.000', 'actualRunway': '2022-12-24t16:51:00.000'}","{'iataCode': 'psp', 'icaoCode': 'kpsp', 'gate': '19', 'scheduledTime': '2022-12-24t18:05:00.000', 'estimatedTime': '2022-12-24t17:57:00.000'}","{'name': 'air new zealand', 'iataCode': 'nz', 'icaoCode': 'anz'}","{'number': '9549', 'iataNumber': 'nz9549', 'icaoNumber': 'anz9549'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '5703', 'iataNumber': 'ua5703', 'icaoNumber': 'ual5703'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f6', 'delay': 21, 'scheduledTime': '2022-12-24t16:31:00.000', 'estimatedTime': '2022-12-24t16:31:00.000', 'actualTime': '2022-12-24t16:51:00.000', 'estimatedRunway': '2022-12-24t16:51:00.000', 'actualRunway': '2022-12-24t16:51:00.000'}","{'iataCode': 'psp', 'icaoCode': 'kpsp', 'gate': '19', 'scheduledTime': '2022-12-24t18:05:00.000', 'estimatedTime': '2022-12-24t17:57:00.000'}","{'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}","{'number': '5703', 'iataNumber': 'ua5703', 'icaoNumber': 'ual5703'}",
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f7', 'delay': 19, 'scheduledTime': '2022-12-24t16:32:00.000', 'estimatedTime': '2022-12-24t16:32:00.000', 'actualTime': '2022-12-24t16:50:00.000', 'estimatedRunway': '2022-12-24t16:50:00.000', 'actualRunway': '2022-12-24t16:50:00.000'}","{'iataCode': 'ont', 'icaoCode': 'kont', 'terminal': '2', 'gate': '202', 'scheduledTime': '2022-12-24t17:53:00.000', 'estimatedTime': '2022-12-24t17:50:00.000'}","{'name': 'air canada', 'iataCode': 'ac', 'icaoCode': 'aca'}","{'number': '4548', 'iataNumber': 'ac4548', 'icaoNumber': 'aca4548'}","{'airline': {'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}, 'flight': {'number': '5672', 'iataNumber': 'ua5672', 'icaoNumber': 'ual5672'}}"
departure,active,"{'iataCode': 'sfo', 'icaoCode': 'ksfo', 'terminal': '3', 'gate': 'f7', 'delay': 19, 'scheduledTime': '2022-12-24t16:32:00.000', 'estimatedTime': '2022-12-24t16:32:00.000', 'actualTime': '2022-12-24t16:50:00.000', 'estimatedRunway': '2022-12-24t16:50:00.000', 'actualRunway': '2022-12-24t16:50:00.000'}","{'iataCode': 'ont', 'icaoCode': 'kont', 'terminal': '2', 'gate': '202', 'scheduledTime': '2022-12-24t17:53:00.000', 'estimatedTime': '2022-12-24t17:50:00.000'}","{'name': 'united airlines', 'iataCode': 'ua', 'icaoCode': 'ual'}","{'number': '5672', 'iataNumber': 'ua5672', 'icaoNumber': 'ual5672'}",
