,Airline,Arrival airport,Codesharing,Scheduled departure,delay,iataNumber,status
1179,delta air lines,jfk,True,2023-09-04t11:40:00.000,27.0,dl487,active
1183,delta air lines,dtw,True,2023-09-04t11:40:00.000,22.0,dl808,active
1184,southwest airlines,san,True,2023-09-04t11:40:00.000,34.0,wn246,active
1190,jetblue airways,jfk,True,2023-09-04t11:42:00.000,34.0,b6416,active
1196,air canada,yyz,True,2023-09-04t11:45:00.000,22.0,ac740,active
1199,air canada,yvr,True,2023-09-04t11:50:00.000,32.0,ac8845,active
1200,netjets aviation,tkf,True,2023-09-04t11:54:00.000,5.0,1i776,active
1203,alaska airlines,sjd,True,2023-09-04t11:55:00.000,34.0,as1428,active
1206,united airlines,nrt,True,2023-09-04t12:00:00.000,37.0,ua837,active
1207,china eastern airlines,pvg,True,2023-09-04t12:00:00.000,0.0,mu590,active
1208,private owner,teb,True,2023-09-04t12:00:00.000,37.0,,active
1214,delta air lines,atl,True,2023-09-04t12:03:00.000,28.0,dl810,active
1216,united airlines,bur,True,2023-09-04t12:10:00.000,74.0,ua4797,active
1223,alaska airlines,lax,True,2023-09-04t12:15:00.000,37.0,as3480,active
1226,ana,nrt,True,2023-09-04t12:15:00.000,32.0,nh7,active
1227,netjets aviation,psp,True,2023-09-04t12:15:00.000,4.0,1i644,active
1233,american airlines,dfw,True,2023-09-04t12:19:00.000,36.0,aa2387,active
1237,jal,hnd,True,2023-09-04t12:20:00.000,15.0,jl1,active
1239,united airlines,bfl,True,2023-09-04t12:20:00.000,29.0,ua4671,active
1243,alaska airlines,las,True,2023-09-04t12:30:00.000,13.0,as2068,active
1246,alaska airlines,san,True,2023-09-04t12:30:00.000,16.0,as3385,active
1248,jetblue airways,lax,True,2023-09-04t12:30:00.000,21.0,b62735,active
1255,united airlines,lhr,True,2023-09-04t12:30:00.000,10.0,ua901,active
1256,southwest airlines,bur,True,2023-09-04t12:30:00.000,22.0,wn3221,active
1259,american airlines,phx,True,2023-09-04t12:31:00.000,9.0,aa2016,active
1261,alaska airlines,ord,True,2023-09-04t12:35:00.000,30.0,as332,active
1262,united airlines,rdd,True,2023-09-04t12:36:00.000,26.0,ua5619,active
1264,korean air,icn,True,2023-09-04t12:40:00.000,23.0,ke24,active
1265,breeze airways,sdf,True,2023-09-04t12:45:00.000,7.0,mx229,active
1266,netjets aviation,sba,True,2023-09-04t12:45:00.000,51.0,1i245,active
1267,frontier airlines,mdw,True,2023-09-04t12:46:00.000,13.0,f92482,active
1271,united airlines,smf,True,2023-09-04t12:48:00.000,29.0,ua4657,active
1273,delta air lines,bos,True,2023-09-04t12:55:00.000,8.0,dl977,active
1279,united airlines,ord,True,2023-09-04t12:55:00.000,48.0,ua693,active
1284,united airlines,slc,True,2023-09-04t12:55:00.000,50.0,ua2427,active
1288,united airlines,bos,True,2023-09-04t12:55:00.000,47.0,ua2652,active
1293,united airlines,san,True,2023-09-04t12:56:00.000,27.0,ua2041,active
1297,united airlines,iah,True,2023-09-04t12:56:00.000,19.0,ua2313,active
1300,air canada,yul,True,2023-09-04t13:00:00.000,38.0,ac762,active
1304,eva air,tpe,True,2023-09-04t13:00:00.000,10.0,br7,active
1310,united airlines,ewr,True,2023-09-04t13:00:00.000,57.0,ua1770,active
1316,united airlines,den,True,2023-09-04t13:00:00.000,66.0,ua2368,active
1320,american airlines,mia,True,2023-09-04t13:01:00.000,39.0,aa2045,active
1321,united airlines,bih,True,2023-09-04t13:04:00.000,14.0,ua5561,active
1325,united airlines,iad,True,2023-09-04t13:05:00.000,40.0,ua2667,active
1327,united airlines,ont,True,2023-09-04t13:05:00.000,13.0,ua5503,active
1329,united airlines,mfr,True,2023-09-04t13:05:00.000,14.0,ua5538,active
1335,united airlines,pdx,True,2023-09-04t13:06:00.000,41.0,ua205,active
1338,united airlines,psp,True,2023-09-04t13:06:00.000,0.0,ua4808,active
1339,american airlines,clt,True,2023-09-04t13:07:00.000,56.0,aa2830,active
1341,aeromexico,mex,True,2023-09-04t13:09:00.000,11.0,am669,active
1346,american airlines,jfk,True,2023-09-04t13:10:00.000,5.0,aa368,active
1353,alaska airlines,sea,True,2023-09-04t13:10:00.000,13.0,as1225,active
1358,westjet,yyc,True,2023-09-04t13:10:00.000,26.0,ws1509,active
1360,frontier airlines,las,True,2023-09-04t13:11:00.000,17.0,f92078,active
1363,united airlines,mex,True,2023-09-04t13:12:00.000,36.0,ua821,active
1367,air canada,yvr,True,2023-09-04t13:15:00.000,40.0,ac567,active
1374,american airlines,ord,True,2023-09-04t13:22:00.000,8.0,aa1653,active
1376,united airlines,eug,True,2023-09-04t13:22:00.000,21.0,ua571,active
1381,united airlines,sna,True,2023-09-04t13:23:00.000,74.0,ua338,active
1385,skywest airlines,rno,True,2023-09-04t13:24:00.000,4.0,oo5707,active
1387,alaska airlines,dal,True,2023-09-04t13:25:00.000,9.0,as416,active
1392,united airlines,aus,True,2023-09-04t13:25:00.000,44.0,ua1116,active
1399,united airlines,las,True,2023-09-04t13:25:00.000,62.0,ua2678,active
1403,delta air lines,msp,True,2023-09-04t13:29:00.000,17.0,dl1384,active
1412,delta air lines,lax,True,2023-09-04t13:30:00.000,90.0,dl2272,active
1414,turkish airlines,ist,True,2023-09-04t13:30:00.000,10.0,tk290,active
1415,united airlines,hkg,True,2023-09-04t13:30:00.000,47.0,ua869,active
1418,alaska airlines,sna,True,2023-09-04t13:35:00.000,10.0,as3396,active
1423,delta air lines,jfk,True,2023-09-04t13:35:00.000,15.0,dl303,active
1426,united airlines,muc,True,2023-09-04t13:35:00.000,35.0,ua194,active
1427,breeze airways,pvu,True,2023-09-04t13:40:00.000,18.0,mx601,active
1428,united airlines,mry,True,2023-09-04t13:40:00.000,10.0,ua5465,active
1432,united airlines,fat,True,2023-09-04t13:40:00.000,16.0,ua5904,active
1439,american airlines,dfw,True,2023-09-04t13:53:00.000,39.0,aa2405,active
1442,jal,nrt,True,2023-09-04t13:55:00.000,12.0,jl57,active
1446,united airlines,yvr,True,2023-09-04t13:57:00.000,21.0,ua5543,active
1450,jetblue airways,bos,True,2023-09-04t13:59:00.000,17.0,b6534,active
1454,united airlines,fra,True,2023-09-04t14:00:00.000,58.0,ua58,active
1460,united airlines,ord,True,2023-09-04t14:00:00.000,28.0,ua220,active
1464,united airlines,boi,True,2023-09-04t14:01:00.000,12.0,ua2220,active
1469,united airlines,hnl,True,2023-09-04t14:05:00.000,21.0,ua300,active
1471,sa avianca,sal,True,2023-09-04t14:10:00.000,0.0,av563,active
1474,jetblue airways,jfk,True,2023-09-04t14:10:00.000,95.0,b6616,active
1477,united airlines,zrh,True,2023-09-04t14:15:00.000,25.0,ua44,active
1482,united airlines,lax,True,2023-09-04t14:18:00.000,14.0,ua1312,active
1485,alaska airlines,jfk,True,2023-09-04t14:20:00.000,15.0,as20,active
1486,frontier airlines,phx,True,2023-09-04t14:20:00.000,22.0,f91406,active
1487,alaska airlines,pae,True,2023-09-04t14:30:00.000,17.0,as2110,active
1489,delta air lines,dtw,True,2023-09-04t14:30:00.000,18.0,dl404,active
1492,united airlines,ewr,True,2023-09-04t14:30:00.000,13.0,ua1428,active
1498,united airlines,den,True,2023-09-04t14:30:00.000,15.0,ua1823,active
1499,netjets aviation,csn,True,2023-09-04t14:30:00.000,0.0,1i756,active
1502,alaska airlines,san,True,2023-09-04t14:40:00.000,8.0,as3482,active
1506,delta air lines,sea,True,2023-09-04t14:40:00.000,27.0,dl3906,active
1511,lufthansa,fra,True,2023-09-04t14:40:00.000,40.0,lh455,active
1512,united airlines,tpe,True,2023-09-04t14:40:00.000,88.0,ua871,active
1517,united airlines,cdg,True,2023-09-04t14:40:00.000,26.0,ua990,active
1522,alaska airlines,slc,True,2023-09-04t14:45:00.000,21.0,as3448,active
1523,alaska airlines,phx,True,2023-09-04t14:50:00.000,3.0,as3464,active
1526,united airlines,iah,True,2023-09-04t14:54:00.000,10.0,ua1435,active
1530,air france,cdg,True,2023-09-04t14:55:00.000,13.0,af83,active
1533,united airlines,ams,True,2023-09-04t14:55:00.000,32.0,ua968,active
1539,alaska airlines,sea,True,2023-09-04t15:00:00.000,45.0,as1059,active
1544,alaska airlines,las,True,2023-09-04t15:00:00.000,91.0,as2221,active
1548,united airlines,ord,True,2023-09-04t15:01:00.000,14.0,ua2627,active
1552,united airlines,yvr,True,2023-09-04t15:01:00.000,32.0,ua5551,active
1554,air canada,yeg,True,2023-09-04t15:05:00.000,17.0,ac8558,active
1557,jetblue airways,bos,True,2023-09-04t15:05:00.000,120.0,b61734,active
1559,delta air lines,atl,True,2023-09-04t15:06:00.000,31.0,dl778,active
1565,alaska airlines,lax,True,2023-09-04t15:15:00.000,17.0,as3499,active
1566,southwest airlines,den,True,2023-09-04t15:15:00.000,21.0,wn1340,active
1567,pacific coast jet,oak,True,2023-09-04t15:18:00.000,0.0,,active
1574,united airlines,lax,True,2023-09-04t15:21:00.000,15.0,ua1008,active
1578,alaska airlines,psp,True,2023-09-04t15:25:00.000,4.0,as3392,active
1580,jetblue airways,jfk,True,2023-09-04t15:30:00.000,53.0,b62416,active
1582,frontier airlines,dfw,True,2023-09-04t15:30:00.000,31.0,f92710,active
1583,solairus aviation,mcc,True,2023-09-04t15:30:00.000,10.0,,active
1584,southwest airlines,phx,True,2023-09-04t15:40:00.000,19.0,wn3508,active
1586,delta air lines,jfk,True,2023-09-04t15:45:00.000,14.0,dl779,active
1587,private owner,sna,True,2023-09-04t15:48:00.000,0.0,,active
1592,westjet,yvr,True,2023-09-04t15:50:00.000,12.0,ws1775,active
1595,delta air lines,msp,True,2023-09-04t15:58:00.000,44.0,dl1082,active
1601,delta air lines,lax,True,2023-09-04t15:59:00.000,13.0,dl2267,active
1603,alaska airlines,sna,True,2023-09-04t16:00:00.000,14.0,as3492,active
1609,united airlines,lhr,True,2023-09-04t16:00:00.000,37.0,ua948,active
1610,mountain aviation,bzn,True,2023-09-04t16:00:00.000,10.0,,active
1615,united airlines,den,True,2023-09-04t16:01:00.000,19.0,ua733,active
1620,american airlines,dfw,True,2023-09-04t16:08:00.000,8.0,aa2177,active
1625,united airlines,fat,True,2023-09-04t16:10:00.000,35.0,ua5620,active
1629,qatar airways,doh,True,2023-09-04t16:15:00.000,19.0,qr738,active
1632,united airlines,bos,True,2023-09-04t16:15:00.000,49.0,ua2262,active
1635,united airlines,acv,True,2023-09-04t16:17:00.000,43.0,ua5864,active
1642,united airlines,sea,True,2023-09-04t16:20:00.000,40.0,ua447,active
1647,united airlines,sba,True,2023-09-04t16:20:00.000,5.0,ua5989,active
1656,united airlines,pdx,True,2023-09-04t16:21:00.000,26.0,ua1561,active
1660,united airlines,geg,True,2023-09-04t16:24:00.000,26.0,ua5902,active
1665,british airways,lhr,True,2023-09-04t16:25:00.000,57.0,ba284,active
1666,southwest airlines,lax,True,2023-09-04t16:25:00.000,38.0,wn576,active
1669,air canada,yyz,True,2023-09-04t16:30:00.000,14.0,ac744,active
1673,alaska airlines,san,True,2023-09-04t16:30:00.000,12.0,as3410,active
1674,united airlines,fco,True,2023-09-04t16:30:00.000,66.0,ua507,active
1678,united airlines,sbp,True,2023-09-04t16:30:00.000,3.0,ua4718,active
1685,united airlines,phx,True,2023-09-04t16:32:00.000,22.0,ua1201,active
1690,united airlines,slc,True,2023-09-04t16:32:00.000,8.0,ua2164,active
1694,united airlines,bur,True,2023-09-04t16:32:00.000,17.0,ua5691,active
1697,united airlines,iad,True,2023-09-04t16:35:00.000,18.0,ua2626,active
1702,united airlines,psp,True,2023-09-04t16:35:00.000,12.0,ua5703,active
1708,united airlines,san,True,2023-09-04t16:38:00.000,33.0,ua528,active
1715,alaska airlines,pdx,True,2023-09-04t16:40:00.000,14.0,as1057,active
1720,alaska airlines,sea,True,2023-09-04t16:40:00.000,17.0,as1253,active
1721,southwest airlines,bur,True,2023-09-04t16:40:00.000,41.0,wn1078,active
1723,united airlines,ase,True,2023-09-04t16:43:00.000,16.0,ua5232,active
1728,united airlines,ord,True,2023-09-04t16:44:00.000,34.0,ua729,active
1733,delta air lines,sea,True,2023-09-04t16:45:00.000,17.0,dl1980,active
1737,united airlines,boi,True,2023-09-04t16:45:00.000,24.0,ua4715,active
1738,netjets aviation,ont,True,2023-09-04t16:48:00.000,30.0,1i784,active
1744,united airlines,lax,True,2023-09-04t16:49:00.000,25.0,ua1413,active
1746,united airlines,rdm,True,2023-09-04t16:50:00.000,23.0,ua5829,active
1748,united airlines,jac,True,2023-09-04t16:53:00.000,30.0,ua1152,active
1754,united airlines,hnl,True,2023-09-04t16:55:00.000,10.0,ua1509,active
1758,united airlines,koa,True,2023-09-04t16:55:00.000,14.0,ua1723,active
1764,united airlines,sna,True,2023-09-04t16:55:00.000,20.0,ua4756,active
1770,united airlines,tus,True,2023-09-04t16:55:00.000,28.0,ua5527,active
1771,southwest airlines,las,True,2023-09-04t16:55:00.000,48.0,wn643,active
1772,ati,afw,True,2023-09-04t04:31:00.000,24.0,8c3348,active
1773,dhl air,lax,True,2023-09-04t04:34:00.000,5.0,d01820,active
1774,air canada,yvr,True,2023-09-04t06:45:00.000,17.0,ac843,active
1775,reach air medical services,ccr,True,2023-09-04t04:35:00.000,13.0,,active
1776,dhl air,cvg,True,2023-09-04t08:00:00.000,0.0,d0405,active
1777,flexjet,coe,True,2023-09-04t08:44:00.000,43.0,lxj586,active
1778,jet edge,teb,True,2023-09-04t09:30:00.000,40.0,,active
1779,flexjet,apc,True,2023-09-04t10:08:00.000,21.0,lxj415,active
1780,united airlines,pit,True,2023-09-04t10:35:00.000,12.0,ua8250,active
1781,qatar executive,gru,True,2023-09-04t12:00:00.000,10.0,qe346,active
1782,air canada,yvr,True,2023-09-04t11:50:00.000,32.0,ac845,active
1783,netjets aviation,ict,True,2023-09-04t13:40:00.000,0.0,1i178,active
1787,delta air lines,slc,True,2023-09-04t13:45:00.000,8.0,dl764,active
1791,delta air lines,atl,True,2023-09-04t13:46:00.000,22.0,dl324,active
1795,klm,ams,True,2023-09-04t13:50:00.000,19.0,kl606,active
1796,netjets aviation,oak,True,2023-09-04t13:51:00.000,0.0,1i245,active
1797,netjets aviation,rno,True,2023-09-04t15:24:00.000,2.0,1i332,active
1798,cargojet,bwi,True,2023-09-04t15:30:00.000,24.0,w83279,active
1799,flexjet,san,True,2023-09-04t15:35:00.000,10.0,lxj561,active
1800,united airlines,hkg,True,2023-09-04t16:00:00.000,28.0,ua3026,active
1801,flexjet,bur,True,2023-09-04t16:05:00.000,10.0,lxj551,active
1802,jet edge,cld,True,2023-09-04t16:10:00.000,33.0,,active
1803,flexjet,jac,True,2023-09-04t16:10:00.000,0.0,lxj448,active
1804,air canada,yeg,True,2023-09-04t15:05:00.000,17.0,ac558,active
1805,solairus aviation,mcc,True,2023-09-04t16:45:00.000,10.0,,active
1812,virgin atlantic,lhr,True,2023-09-04t17:01:00.000,20.0,vs20,active
1817,air canada,yvr,True,2023-09-04t17:05:00.000,32.0,ac569,active
1818,emirates,dxb,True,2023-09-04t17:05:00.000,22.0,ek226,active
1825,united airlines,las,True,2023-09-04t17:15:00.000,23.0,ua372,active
1830,delta air lines,slc,True,2023-09-04t17:18:00.000,14.0,dl2443,active
1831,zipair,nrt,True,2023-09-04t17:20:00.000,16.0,zg25,active
1834,american airlines,dfw,True,2023-09-04t17:22:00.000,18.0,aa2820,active
1841,alaska airlines,aus,True,2023-09-04t17:30:00.000,21.0,as534,active
1845,alaska airlines,sea,True,2023-09-04t17:30:00.000,13.0,as1099,active
1847,american airlines,phx,True,2023-09-04t17:31:00.000,9.0,aa2398,active
1849,aer lingus,dub,True,2023-09-04t17:45:00.000,31.0,ei60,active
1852,united airlines,ord,True,2023-09-04t17:47:00.000,32.0,ua1114,active
1855,alaska airlines,pae,True,2023-09-04t17:50:00.000,8.0,as2326,active
1856,sun country airlines,msp,True,2023-09-04t17:55:00.000,32.0,sy396,active
1861,alaska airlines,lax,True,2023-09-04t18:00:00.000,6.0,as3421,active
1864,alaska airlines,sna,True,2023-09-04t18:00:00.000,8.0,as3465,active
1865,southwest airlines,san,True,2023-09-04t18:05:00.000,29.0,wn2613,active
1867,delta air lines,msp,True,2023-09-04t18:15:00.000,28.0,dl1292,active
1868,flair airlines,yvr,True,2023-09-04t18:15:00.000,24.0,f81849,active
1872,united airlines,anc,True,2023-09-04t18:25:00.000,8.0,ua2481,active
1876,united airlines,sat,True,2023-09-04t18:25:00.000,11.0,ua2611,active
1879,united airlines,boi,True,2023-09-04t18:25:00.000,69.0,ua5644,active
1885,delta air lines,lax,True,2023-09-04t18:28:00.000,63.0,dl2606,active
1889,united airlines,mci,True,2023-09-04t18:28:00.000,35.0,ua2061,active
1891,turkish airlines,ist,True,2023-09-04t18:30:00.000,38.0,tk80,active
1896,united airlines,pdx,True,2023-09-04t18:30:00.000,21.0,ua477,active
1902,united airlines,lax,True,2023-09-04t18:30:00.000,57.0,ua1200,active
1903,united airlines,sun,True,2023-09-04t18:30:00.000,11.0,ua4784,active
1907,united airlines,yvr,True,2023-09-04t18:33:00.000,16.0,ua460,active
1909,alaska airlines,san,True,2023-09-04t18:35:00.000,16.0,as3425,active
1915,united airlines,iah,True,2023-09-04t18:37:00.000,16.0,ua514,active
1918,alaska airlines,anc,True,2023-09-04t18:40:00.000,19.0,as269,active
1924,united airlines,fat,True,2023-09-04t18:42:00.000,22.0,ua5373,active
1927,united airlines,msp,True,2023-09-04t18:44:00.000,10.0,ua1554,active
1934,united airlines,rno,True,2023-09-04t18:44:00.000,12.0,ua4787,active
1937,united airlines,oma,True,2023-09-04t18:46:00.000,15.0,ua1620,active
1940,united airlines,aus,True,2023-09-04t18:49:00.000,15.0,ua1117,active
1947,united airlines,slc,True,2023-09-04t18:50:00.000,17.0,ua5590,active
1949,united airlines,rdd,True,2023-09-04t18:51:00.000,18.0,ua4791,active
1956,united airlines,sea,True,2023-09-04t18:55:00.000,23.0,ua645,active
1960,united airlines,ogg,True,2023-09-04t18:55:00.000,60.0,ua1749,active
1965,united airlines,ord,True,2023-09-04t18:57:00.000,29.0,ua468,active
1967,united airlines,bur,True,2023-09-04t18:59:00.000,8.0,ua4798,active
1972,united airlines,sna,True,2023-09-04t19:01:00.000,11.0,ua2047,active
1977,united airlines,den,True,2023-09-04t19:04:00.000,51.0,ua1216,active
1984,united airlines,san,True,2023-09-04t19:09:00.000,6.0,ua2129,active
1985,southwest airlines,bur,True,2023-09-04t19:10:00.000,23.0,wn4078,active
1987,delta air lines,slc,True,2023-09-04t19:15:00.000,37.0,dl1093,active
1991,united airlines,fra,True,2023-09-04t19:15:00.000,54.0,ua926,active
1995,alaska airlines,las,True,2023-09-04t19:20:00.000,35.0,as740,active
2000,alaska airlines,psp,True,2023-09-04t19:20:00.000,4.0,as3447,active
2007,united airlines,las,True,2023-09-04t19:24:00.000,17.0,ua725,active
2011,air canada,yvr,True,2023-09-04t19:25:00.000,8.0,ac8841,active
2016,british airways,lhr,True,2023-09-04t19:25:00.000,46.0,ba286,active
2021,united airlines,hnl,True,2023-09-04t19:33:00.000,32.0,ua1581,active
2023,condor,fra,True,2023-09-04t19:45:00.000,21.0,de2093,active
2028,united airlines,lax,True,2023-09-04t19:45:00.000,91.0,ua2096,active
2030,swiss,zrh,True,2023-09-04t19:50:00.000,36.0,lx39,active
2037,united airlines,lhr,True,2023-09-04t19:50:00.000,41.0,ua930,active
2038,southwest airlines,den,True,2023-09-04t19:50:00.000,20.0,wn5511,active
2041,alaska airlines,sea,True,2023-09-04t19:55:00.000,21.0,as1327,active
2043,alaska airlines,boi,True,2023-09-04t19:55:00.000,5.0,as3337,active
2049,united airlines,phx,True,2023-09-04t19:56:00.000,14.0,ua683,active
2053,air france,cdg,True,2023-09-04t20:00:00.000,43.0,af85,active
2055,alaska airlines,rdm,True,2023-09-04t20:00:00.000,165.0,as2070,active
2056,united airlines,tlv,True,2023-09-04t20:00:00.000,14.0,ua954,active
2057,southwest airlines,lax,True,2023-09-04t20:05:00.000,22.0,wn4495,active
2058,southwest airlines,phx,True,2023-09-04t20:10:00.000,19.0,wn979,active
2063,alaska airlines,san,True,2023-09-04t20:15:00.000,7.0,as3452,active
2065,united airlines,acv,True,2023-09-04t20:16:00.000,12.0,ua4695,active
2068,united airlines,bos,True,2023-09-04t20:20:00.000,20.0,ua1871,active
2069,sas,cph,True,2023-09-04t20:25:00.000,31.0,sk936,active
2073,united airlines,den,True,2023-09-04t20:27:00.000,33.0,ua1449,active
2077,alaska airlines,sna,True,2023-09-04t20:30:00.000,20.0,as3478,active
2079,french bee,ory,True,2023-09-04t20:30:00.000,31.0,bf711,active
2080,frontier airlines,den,True,2023-09-04t20:33:00.000,22.0,f9668,active
2084,united airlines,psp,True,2023-09-04t20:36:00.000,2.0,ua4727,active
